,residue,split,target
971,5u3g.B.41,train,True
972,5u3g.B.42,train,False
973,5u3g.B.43,train,False
974,5u3g.B.44,train,False
975,5u3g.B.45,train,False
976,5u3g.B.46,train,False
977,5u3g.B.47,train,True
978,5u3g.B.48,train,True
979,5u3g.B.49,train,True
980,5u3g.B.50,train,True
981,5u3g.B.51,train,True
982,5u3g.B.52,train,True
983,5u3g.B.53,train,False
984,5u3g.B.54,train,False
985,5u3g.B.55,train,False
986,5u3g.B.56,train,False
987,5u3g.B.57,train,False
988,5u3g.B.58,train,True
989,5u3g.B.59,train,True
990,5u3g.B.60,train,True
991,5u3g.B.61,train,True
992,5u3g.B.62,train,True
993,5u3g.B.63,train,True
994,5u3g.B.64,train,True
995,5u3g.B.65,train,True
996,5u3g.B.66,train,True
997,5u3g.B.67,train,True
998,5u3g.B.68,train,True
999,5u3g.B.69,train,True
1000,5u3g.B.70,train,True
1001,5u3g.B.71,train,True
1002,5u3g.B.72,train,True
1003,5u3g.B.73,train,True
1004,5u3g.B.74,train,True
1005,5u3g.B.75,train,True
1006,5u3g.B.76,train,True
1007,5u3g.B.77,train,True
1008,5u3g.B.78,train,True
1009,5u3g.B.79,train,True
1010,5u3g.B.80,train,True
1011,5u3g.B.81,train,True
1012,5u3g.B.82,train,True
1013,5u3g.B.83,train,True
1014,5u3g.B.84,train,True
1015,5u3g.B.85,train,False
1016,3gx3.A.2,train,False
1017,3gx3.A.1,train,False
1018,3gx3.A.3,train,True
1019,3gx3.A.4,train,True
1020,3gx3.A.5,train,True
1021,3gx3.A.6,train,True
1022,3gx3.A.7,train,True
1023,3gx3.A.8,train,True
1024,3gx3.A.9,train,True
1025,3gx3.A.10,train,True
1026,3gx3.A.11,train,True
1027,3gx3.A.12,train,True
1028,3gx3.A.13,train,False
1029,3gx3.A.14,train,False
1030,3gx3.A.15,train,False
1031,3gx3.A.16,train,False
1032,3gx3.A.17,train,False
1033,3gx3.A.18,train,False
1034,3gx3.A.19,train,False
1035,3gx3.A.20,train,False
1036,3gx3.A.21,train,False
1037,3gx3.A.22,train,False
1038,3gx3.A.23,train,True
1039,3gx3.A.24,train,True
1040,3gx3.A.25,train,True
1041,3gx3.A.26,train,True
1042,3gx3.A.27,train,True
1043,3gx3.A.28,train,True
1044,3gx3.A.29,train,True
1045,3gx3.A.30,train,False
1046,3gx3.A.31,train,False
1047,3gx3.A.32,train,True
1048,3gx3.A.33,train,True
1049,3gx3.A.34,train,False
1050,3gx3.A.35,train,False
1051,3gx3.A.36,train,False
1052,3gx3.A.37,train,False
1053,3gx3.A.38,train,False
1054,3gx3.A.39,train,False
1055,3gx3.A.40,train,False
1056,3gx3.A.41,train,False
1057,3gx3.A.42,train,False
1058,3gx3.A.43,train,False
1059,3gx3.A.44,train,True
1060,3gx3.A.45,train,True
1061,3gx3.A.46,train,True
1062,3gx3.A.47,train,True
1063,3gx3.A.48,train,False
1064,3gx3.A.49,train,True
1065,3gx3.A.50,train,True
1066,3gx3.A.51,train,False
1067,3gx3.A.52,train,True
1068,3gx3.A.53,train,True
1069,3gx3.A.54,train,True
1070,3gx3.A.55,train,True
1071,3gx3.A.56,train,True
1072,3gx3.A.57,train,True
1073,3gx3.A.58,train,True
1074,3gx3.A.59,train,True
1075,3gx3.A.60,train,False
1076,3gx3.A.61,train,True
1077,3gx3.A.62,train,True
1078,3gx3.A.63,train,True
1079,3gx3.A.64,train,True
1080,3gx3.A.65,train,True
1081,3gx3.A.66,train,True
1082,3gx3.A.67,train,True
1083,3gx3.A.68,train,True
1084,3gx3.A.69,train,False
1085,3gx3.A.70,train,True
1086,3gx3.A.71,train,True
1087,3gx3.A.72,train,True
1088,3gx3.A.73,train,True
1089,3gx3.A.74,train,False
1090,3gx3.A.75,train,False
1091,3gx3.A.76,train,False
1092,3gx3.A.77,train,False
1093,3gx3.A.78,train,True
1094,3gx3.A.79,train,True
1095,3gx3.A.80,train,True
1096,3gx3.A.81,train,True
1097,3gx3.A.82,train,True
1098,3gx3.A.83,train,True
1099,3gx3.A.84,train,True
1100,3gx3.A.85,train,True
1101,3gx3.A.86,train,True
1102,3gx3.A.87,train,True
1103,3gx3.A.88,train,True
1104,3gx3.A.89,train,True
1105,3gx3.A.90,train,True
1106,3gx3.A.91,train,False
1107,3gx3.A.92,train,False
1108,3gx3.A.93,train,False
1109,3gx3.A.94,train,False
1110,4rge.B.2,train,True
1111,4rge.B.1,train,True
1112,4rge.B.3,train,True
1113,4rge.B.4,train,True
1114,4rge.B.5,train,False
1115,4rge.B.6,train,True
1116,4rge.B.7,train,True
1117,4rge.B.8,train,True
1118,4rge.B.9,train,True
1119,4rge.B.10,train,False
1120,4rge.B.11,train,False
1121,4rge.B.12,train,False
1122,4rge.B.13,train,True
1123,4rge.B.14,train,True
1124,4rge.B.15,train,True
1125,4rge.B.16,train,False
1126,4rge.B.17,train,False
1127,4rge.B.18,train,False
1128,4rge.B.19,train,False
1129,4rge.B.20,train,False
1130,4rge.B.21,train,False
1131,4rge.B.22,train,False
1132,4rge.B.23,train,True
1133,4rge.B.24,train,True
1134,4rge.B.25,train,True
1135,4rge.B.26,train,True
1136,4rge.B.27,train,True
1137,4rge.B.28,train,True
1138,4rge.B.29,train,True
1139,4rge.B.30,train,True
1140,4rge.B.31,train,True
1141,4rge.B.32,train,True
1142,4rge.B.33,train,True
1143,4rge.B.34,train,True
1144,4rge.B.35,train,True
1145,4rge.B.36,train,True
1146,4rge.B.37,train,True
1147,4rge.B.38,train,False
1148,4rge.B.39,train,True
1149,4rge.B.40,train,True
1150,4rge.B.41,train,True
1151,4rge.B.42,train,True
1152,4rge.B.43,train,True
1153,4rge.B.44,train,False
1154,4rge.B.45,train,True
1155,4rge.B.46,train,True
1156,4rge.B.47,train,True
1157,4rge.B.48,train,True
1158,4rge.B.49,train,False
1159,4rge.B.50,train,True
1160,4rge.B.51,train,True
1161,4rge.B.52,train,True
1162,4rge.B.53,train,True
1163,4rge.B.54,train,True
1164,4rge.B.55,train,False
1165,4rge.B.56,train,False
1166,2kgp.A.2,val,True
1167,2kgp.A.1,val,False
1168,2kgp.A.3,val,True
1169,2kgp.A.4,val,True
1170,2kgp.A.5,val,True
1171,2kgp.A.6,val,True
1172,2kgp.A.7,val,False
1173,2kgp.A.8,val,False
1174,2kgp.A.9,val,False
1175,2kgp.A.10,val,False
1176,2kgp.A.11,val,False
1177,2kgp.A.12,val,False
1178,2kgp.A.13,val,False
1179,2kgp.A.14,val,False
1180,2kgp.A.15,val,False
1181,2kgp.A.16,val,False
1182,2kgp.A.17,val,False
1183,2kgp.A.18,val,False
1184,2kgp.A.19,val,False
1185,2kgp.A.20,val,False
1186,2kgp.A.21,val,True
1187,2kgp.A.22,val,True
1188,2kgp.A.23,val,True
1189,2kgp.A.24,val,True
1190,2kgp.A.25,val,True
1191,3fu2.A.2,train,True
1192,3fu2.A.1,train,True
1193,3fu2.A.3,train,True
1194,3fu2.A.4,train,True
1195,3fu2.A.5,train,True
1196,3fu2.A.6,train,True
1197,3fu2.A.7,train,True
1198,3fu2.A.8,train,True
1199,3fu2.A.9,train,True
1200,3fu2.A.10,train,True
1201,3fu2.A.11,train,True
1202,3fu2.A.12,train,True
1203,3fu2.A.16,train,True
1204,3fu2.A.15,train,False
1205,3fu2.A.17,train,True
1206,3fu2.A.18,train,True
1207,3fu2.A.19,train,False
1208,3fu2.A.20,train,True
1209,3fu2.A.21,train,True
1210,3fu2.A.22,train,True
1211,3fu2.A.23,train,False
1212,3fu2.A.24,train,False
1213,3fu2.A.25,train,False
1214,3fu2.A.26,train,False
1215,3fu2.A.27,train,False
1216,3fu2.A.28,train,True
1217,3fu2.A.29,train,True
1218,3fu2.A.30,train,True
1219,3fu2.A.31,train,True
1220,3fu2.A.32,train,False
1221,3fu2.A.33,train,True
1222,3fu2.A.34,train,True
1223,2fcy.A.2,train,True
1224,2fcy.A.1,train,False
1225,2fcy.A.3,train,False
1226,2fcy.A.4,train,True
1227,2fcy.A.5,train,True
1228,2fcy.A.6,train,True
1229,2fcy.A.7,train,True
1230,2fcy.A.8,train,True
1231,2fcy.A.9,train,True
1232,2fcy.A.10,train,True
1233,2fcy.A.11,train,True
1234,2fcy.A.12,train,True
1235,2fcy.A.13,train,True
1236,2fcy.A.14,train,True
1237,2fcy.A.15,train,True
1238,2fcy.A.16,train,True
1239,2fcy.A.17,train,True
1240,2fcy.A.18,train,False
1241,2fcy.A.19,train,True
1242,2fcy.A.20,train,True
1243,2fcy.A.21,train,True
1244,2fcy.A.22,train,False
1245,2fcy.A.23,train,False
1246,3q50.A.2,train,True
1247,3q50.A.1,train,True
1248,3q50.A.3,train,True
1249,3q50.A.4,train,True
1250,3q50.A.5,train,True
1251,3q50.A.6,train,True
1252,3q50.A.7,train,True
1253,3q50.A.8,train,False
1254,3q50.A.9,train,False
1255,3q50.A.10,train,False
1256,3q50.A.11,train,True
1257,3q50.A.12,train,True
1258,3q50.A.13,train,True
1259,3q50.A.14,train,True
1260,3q50.A.15,train,True
1261,3q50.A.16,train,True
1262,3q50.A.17,train,True
1263,3q50.A.18,train,True
1264,3q50.A.19,train,True
1265,3q50.A.20,train,True
1266,3q50.A.21,train,False
1267,3q50.A.22,train,False
1268,3q50.A.23,train,False
1269,3q50.A.24,train,False
1270,3q50.A.25,train,False
1271,3q50.A.26,train,False
1272,3q50.A.27,train,True
1273,3q50.A.28,train,True
1274,3q50.A.29,train,True
1275,3q50.A.30,train,True
1276,3q50.A.31,train,False
1277,3q50.A.32,train,True
1278,3q50.A.33,train,False
1279,1fmn.A.2,test,False
1280,1fmn.A.1,test,False
1281,1fmn.A.3,test,False
1282,1fmn.A.4,test,False
1283,1fmn.A.5,test,False
1284,1fmn.A.6,test,False
1285,1fmn.A.7,test,True
1286,1fmn.A.8,test,True
1287,1fmn.A.9,test,True
1288,1fmn.A.10,test,True
1289,1fmn.A.11,test,True
1290,1fmn.A.12,test,True
1291,1fmn.A.13,test,True
1292,1fmn.A.14,test,False
1293,1fmn.A.15,test,False
1294,1fmn.A.16,test,False
1295,1fmn.A.17,test,False
1296,1fmn.A.18,test,False
1297,1fmn.A.19,test,False
1298,1fmn.A.20,test,False
1299,1fmn.A.21,test,False
1300,1fmn.A.22,test,False
1301,1fmn.A.23,test,False
1302,1fmn.A.24,test,True
1303,1fmn.A.25,test,True
1304,1fmn.A.26,test,True
1305,1fmn.A.27,test,True
1306,1fmn.A.28,test,True
1307,1fmn.A.29,test,False
1308,1fmn.A.30,test,False
1309,1fmn.A.31,test,False
1310,1fmn.A.32,test,False
1311,1fmn.A.33,test,False
1312,1fmn.A.34,test,False
1313,1fmn.A.35,test,False
1314,1raw.A.2,val,False
1315,1raw.A.1,val,False
1316,1raw.A.3,val,False
1317,1raw.A.4,val,False
1318,1raw.A.5,val,False
1319,1raw.A.6,val,True
1320,1raw.A.7,val,True
1321,1raw.A.8,val,True
1322,1raw.A.9,val,True
1323,1raw.A.10,val,True
1324,1raw.A.11,val,True
1325,1raw.A.12,val,True
1326,1raw.A.13,val,False
1327,1raw.A.14,val,False
1328,1raw.A.15,val,True
1329,1raw.A.16,val,True
1330,1raw.A.17,val,True
1331,1raw.A.18,val,True
1332,1raw.A.19,val,True
1333,1raw.A.20,val,False
1334,1raw.A.21,val,False
1335,1raw.A.22,val,False
1336,1raw.A.23,val,False
1337,1raw.A.24,val,False
1338,1raw.A.25,val,False
1339,1raw.A.26,val,False
1340,1raw.A.27,val,False
1341,1raw.A.28,val,False
1342,1raw.A.29,val,True
1343,1raw.A.30,val,True
1344,1raw.A.31,val,True
1345,1raw.A.32,val,False
1346,1raw.A.33,val,False
1347,1raw.A.34,val,False
1348,1raw.A.35,val,False
1349,1raw.A.36,val,False
1350,3bnq.C.2,train,False
1351,3bnq.C.1,train,False
1352,3bnq.C.3,train,False
1353,3bnq.C.4,train,False
1354,3bnq.C.5,train,True
1355,3bnq.C.6,train,True
1356,3bnq.C.7,train,True
1357,3bnq.C.8,train,False
1358,3bnq.C.9,train,True
1359,3bnq.C.10,train,True
1360,3bnq.C.11,train,False
1361,3bnq.C.12,train,False
1362,3bnq.C.13,train,False
1363,3bnq.C.14,train,False
1364,3bnq.C.15,train,False
1365,3bnq.C.16,train,False
1366,3bnq.C.17,train,False
1367,3bnq.C.18,train,False
1368,3bnq.C.19,train,True
1369,3bnq.C.20,train,True
1370,3bnq.C.21,train,True
1371,3bnq.C.22,train,True
1372,3bnq.C.23,train,True
1373,1lvj.A.17,train,False
1374,1lvj.A.16,train,False
1375,1lvj.A.18,train,False
1376,1lvj.A.19,train,False
1377,1lvj.A.20,train,False
1378,1lvj.A.21,train,True
1379,1lvj.A.22,train,True
1380,1lvj.A.23,train,True
1381,1lvj.A.24,train,True
1382,1lvj.A.25,train,True
1383,1lvj.A.26,train,True
1384,1lvj.A.27,train,True
1385,1lvj.A.28,train,False
1386,1lvj.A.29,train,False
1387,1lvj.A.30,train,False
1388,1lvj.A.31,train,False
1389,1lvj.A.32,train,False
1390,1lvj.A.33,train,False
1391,1lvj.A.34,train,False
1392,1lvj.A.35,train,False
1393,1lvj.A.36,train,False
1394,1lvj.A.37,train,False
1395,1lvj.A.38,train,True
1396,1lvj.A.39,train,True
1397,1lvj.A.40,train,True
1398,1lvj.A.41,train,True
1399,1lvj.A.42,train,False
1400,1lvj.A.43,train,False
1401,1lvj.A.44,train,False
1402,1lvj.A.45,train,False
1403,1lvj.A.46,train,False
1404,430d.A.2,test,True
1405,430d.A.1,test,True
1406,430d.A.3,test,True
1407,430d.A.4,test,True
1408,430d.A.5,test,True
1409,430d.A.6,test,False
1410,430d.A.7,test,False
1411,430d.A.8,test,False
1412,430d.A.9,test,False
1413,430d.A.10,test,True
1414,430d.A.11,test,True
1415,430d.A.12,test,True
1416,430d.A.13,test,True
1417,430d.A.14,test,True
1418,430d.A.15,test,True
1419,430d.A.16,test,True
1420,430d.A.17,test,True
1421,430d.A.18,test,True
1422,430d.A.19,test,True
1423,430d.A.20,test,False
1424,430d.A.21,test,False
1425,430d.A.22,test,True
1426,430d.A.23,test,True
1427,430d.A.24,test,True
1428,430d.A.25,test,True
1429,430d.A.26,test,True
1430,430d.A.27,test,False
1431,430d.A.28,test,True
1432,430d.A.29,test,True
1433,379d.B.12,test,True
1434,379d.B.11,test,True
1435,379d.B.13,test,False
1436,379d.B.14,test,True
1437,379d.B.15,test,False
1438,379d.B.32,test,False
1439,379d.B.31,test,True
1440,379d.B.33,test,False
1441,379d.B.34,test,True
1442,379d.B.112,test,False
1443,379d.B.111,test,False
1444,379d.B.113,test,False
1445,379d.B.114,test,False
1446,379d.B.152,test,False
1447,379d.B.151,test,False
1448,379d.B.153,test,False
1449,379d.B.154,test,True
1450,379d.B.162,test,True
1451,379d.B.161,test,False
1452,379d.B.163,test,True
1453,379d.B.164,test,True
1454,1byj.A.2,train,True
1455,1byj.A.1,train,False
1456,1byj.A.3,train,True
1457,1byj.A.4,train,True
1458,1byj.A.5,train,True
1459,1byj.A.6,train,True
1460,1byj.A.7,train,True
1461,1byj.A.8,train,True
1462,1byj.A.9,train,True
1463,1byj.A.10,train,False
1464,1byj.A.11,train,False
1465,1byj.A.12,train,False
1466,1byj.A.13,train,False
1467,1byj.A.14,train,False
1468,1byj.A.15,train,False
1469,1byj.A.16,train,False
1470,1byj.A.17,train,True
1471,1byj.A.18,train,True
1472,1byj.A.19,train,True
1473,1byj.A.20,train,True
1474,1byj.A.21,train,True
1475,1byj.A.22,train,True
1476,1byj.A.23,train,True
1477,1byj.A.24,train,True
1478,1byj.A.25,train,True
1479,1byj.A.26,train,False
1480,1byj.A.27,train,False
1481,1ei2.A.2,val,True
1482,1ei2.A.1,val,True
1483,1ei2.A.3,val,True
1484,1ei2.A.4,val,True
1485,1ei2.A.5,val,True
1486,1ei2.A.6,val,True
1487,1ei2.A.7,val,True
1488,1ei2.A.8,val,True
1489,1ei2.A.9,val,True
1490,1ei2.A.10,val,True
1491,1ei2.A.11,val,True
1492,1ei2.A.12,val,False
1493,1ei2.A.13,val,True
1494,1ei2.A.14,val,True
1495,1ei2.A.15,val,True
1496,1ei2.A.16,val,True
1497,1ei2.A.17,val,True
1498,1ei2.A.18,val,True
1499,1ei2.A.19,val,True
1500,1ei2.A.20,val,True
1501,1ei2.A.21,val,True
1502,1ei2.A.22,val,True
1503,1ei2.A.23,val,False
1504,1ei2.A.24,val,False
1505,1ei2.A.25,val,False
1506,1uts.B.18,train,False
1507,1uts.B.17,train,False
1508,1uts.B.19,train,False
1509,1uts.B.20,train,False
1510,1uts.B.21,train,True
1511,1uts.B.22,train,True
1512,1uts.B.23,train,True
1513,1uts.B.24,train,True
1514,1uts.B.25,train,True
1515,1uts.B.26,train,True
1516,1uts.B.27,train,True
1517,1uts.B.28,train,False
1518,1uts.B.29,train,False
1519,1uts.B.30,train,False
1520,1uts.B.31,train,False
1521,1uts.B.32,train,False
1522,1uts.B.33,train,False
1523,1uts.B.34,train,False
1524,1uts.B.35,train,False
1525,1uts.B.36,train,False
1526,1uts.B.37,train,False
1527,1uts.B.38,train,False
1528,1uts.B.39,train,True
1529,1uts.B.40,train,True
1530,1uts.B.41,train,True
1531,1uts.B.42,train,False
1532,1uts.B.43,train,False
1533,1uts.B.44,train,False
1534,1uts.B.45,train,False
1535,1ntb.A.2,train,False
1536,1ntb.A.1,train,False
1537,1ntb.A.3,train,False
1538,1ntb.A.4,train,False
1539,1ntb.A.5,train,False
1540,1ntb.A.6,train,True
1541,1ntb.A.7,train,True
1542,1ntb.A.8,train,True
1543,1ntb.A.9,train,True
1544,1ntb.A.10,train,True
1545,1ntb.A.11,train,True
1546,1ntb.A.12,train,True
1547,1ntb.A.13,train,False
1548,1ntb.A.14,train,True
1549,1ntb.A.15,train,True
1550,1ntb.A.16,train,True
1551,1ntb.A.17,train,True
1552,1ntb.A.18,train,True
1553,1ntb.A.19,train,False
1554,1ntb.A.20,train,False
1555,1ntb.A.21,train,False
1556,1ntb.A.22,train,False
1557,2mis.A.2,test,True
1558,2mis.A.1,test,True
1559,2mis.A.3,test,True
1560,2mis.A.4,test,True
1561,2mis.A.5,test,True
1562,2mis.A.6,test,True
1563,2mis.A.7,test,True
1564,2mis.A.8,test,True
1565,2mis.A.9,test,True
1566,2mis.A.10,test,True
1567,2mis.A.11,test,True
1568,2mis.A.12,test,True
1569,2mis.A.13,test,True
1570,2mis.A.14,test,True
1571,2mis.A.15,test,True
1572,2mis.A.16,test,True
1573,2mis.A.17,test,True
1574,2mis.A.18,test,True
1575,2mis.A.19,test,True
1576,2mis.A.20,test,False
1577,2mis.A.21,test,True
1578,2mis.A.22,test,True
1579,2mis.A.23,test,True
1580,2mis.A.24,test,True
1581,2mis.A.25,test,False
1582,2mis.A.26,test,False
1583,3vrs.A.2,train,True
1584,3vrs.A.1,train,True
1585,3vrs.A.3,train,True
1586,3vrs.A.4,train,True
1587,3vrs.A.5,train,True
1588,3vrs.A.6,train,True
1589,3vrs.A.7,train,True
1590,3vrs.A.8,train,True
1591,3vrs.A.9,train,True
1592,3vrs.A.10,train,False
1593,3vrs.A.11,train,False
1594,3vrs.A.12,train,False
1595,3vrs.A.13,train,False
1596,3vrs.A.14,train,False
1597,3vrs.A.15,train,False
1598,3vrs.A.16,train,False
1599,3vrs.A.17,train,False
1600,3vrs.A.18,train,False
1601,3vrs.A.19,train,False
1602,3vrs.A.20,train,False
1603,3vrs.A.21,train,False
1604,3vrs.A.22,train,True
1605,3vrs.A.23,train,True
1606,3vrs.A.24,train,True
1607,3vrs.A.25,train,True
1608,3vrs.A.26,train,False
1609,3vrs.A.27,train,False
1610,3vrs.A.28,train,True
1611,3vrs.A.29,train,True
1612,3vrs.A.30,train,True
1613,3vrs.A.31,train,True
1614,3vrs.A.32,train,False
1615,3vrs.A.33,train,False
1616,3vrs.A.34,train,True
1617,3vrs.A.35,train,True
1618,3vrs.A.36,train,True
1619,3vrs.A.37,train,False
1620,3vrs.A.38,train,True
1621,3vrs.A.39,train,True
1622,3vrs.A.40,train,True
1623,3vrs.A.41,train,True
1624,3vrs.A.42,train,True
1625,3vrs.A.43,train,False
1626,3vrs.A.44,train,False
1627,3vrs.A.45,train,False
1628,3vrs.A.46,train,False
1629,3vrs.A.47,train,False
1630,3vrs.A.48,train,False
1631,3vrs.A.49,train,True
1632,3vrs.A.50,train,True
1633,3vrs.A.51,train,False
1634,3vrs.A.52,train,False
1635,1yls.B.202,train,True
1636,1yls.B.201,train,True
1637,1yls.B.203,train,True
1638,1yls.B.204,train,False
1639,1yls.B.205,train,True
1640,1yls.B.206,train,True
1641,1yls.B.207,train,True
1642,1yls.B.208,train,True
1643,1yls.B.209,train,False
1644,1yls.B.210,train,True
1645,1yls.B.211,train,True
1646,1yls.B.212,train,True
1647,1yls.B.213,train,True
1648,1yls.B.214,train,True
1649,1yls.B.215,train,True
1650,1yls.B.216,train,True
1651,1yls.B.217,train,True
1652,1yls.B.218,train,True
1653,1yls.B.219,train,False
1654,1yls.B.220,train,False
1655,1yls.B.221,train,False
1656,1yls.B.222,train,False
1657,1yls.B.223,train,False
1658,1yls.B.224,train,False
1659,1yls.B.225,train,False
1660,1yls.B.226,train,False
1661,1yls.B.227,train,True
1662,1yls.B.228,train,True
1663,1yls.B.229,train,False
1664,1yls.B.230,train,True
1665,1yls.B.231,train,True
1666,1yls.B.232,train,True
1667,1yls.B.233,train,True
1668,1yls.B.234,train,True
1669,1yls.B.235,train,True
1670,1yls.B.236,train,True
1671,1yls.B.237,train,True
1672,1yls.B.238,train,True
1673,1uud.B.18,train,False
1674,1uud.B.17,train,False
1675,1uud.B.19,train,False
1676,1uud.B.20,train,False
1677,1uud.B.21,train,True
1678,1uud.B.22,train,True
1679,1uud.B.23,train,True
1680,1uud.B.24,train,False
1681,1uud.B.25,train,True
1682,1uud.B.26,train,True
1683,1uud.B.27,train,True
1684,1uud.B.28,train,True
1685,1uud.B.29,train,True
1686,1uud.B.30,train,False
1687,1uud.B.31,train,False
1688,1uud.B.32,train,False
1689,1uud.B.33,train,False
1690,1uud.B.34,train,False
1691,1uud.B.35,train,True
1692,1uud.B.36,train,True
1693,1uud.B.37,train,True
1694,1uud.B.38,train,True
1695,1uud.B.39,train,True
1696,1uud.B.40,train,True
1697,1uud.B.41,train,True
1698,1uud.B.42,train,False
1699,1uud.B.43,train,False
1700,1uud.B.44,train,False
1701,1uud.B.45,train,False
1702,3q3z.V.9,train,False
1703,3q3z.V.8,train,True
1704,3q3z.V.10,train,False
1705,3q3z.V.11,train,True
1706,3q3z.V.12,train,True
1707,3q3z.V.13,train,True
1708,3q3z.V.14,train,True
1709,3q3z.V.15,train,False
1710,3q3z.V.16,train,False
1711,3q3z.V.17,train,True
1712,3q3z.V.18,train,True
1713,3q3z.V.19,train,True
1714,3q3z.V.20,train,False
1715,3q3z.V.21,train,False
1716,3q3z.V.22,train,False
1717,3q3z.V.23,train,False
1718,3q3z.V.24,train,False
1719,3q3z.V.25,train,False
1720,3q3z.V.26,train,False
1721,3q3z.V.27,train,False
1722,3q3z.V.28,train,False
1723,3q3z.V.29,train,False
1724,3q3z.V.30,train,False
1725,3q3z.V.31,train,False
1726,3q3z.V.32,train,False
1727,3q3z.V.33,train,True
1728,3q3z.V.34,train,True
1729,3q3z.V.35,train,False
1730,3q3z.V.36,train,False
1731,3q3z.V.37,train,True
1732,3q3z.V.38,train,True
1733,3q3z.V.39,train,True
1734,3q3z.V.40,train,False
1735,3q3z.V.41,train,False
1736,3q3z.V.42,train,False
1737,3q3z.V.43,train,False
1738,3q3z.V.44,train,False
1739,3q3z.V.45,train,True
1740,3q3z.V.46,train,True
1741,3q3z.V.47,train,False
1742,3q3z.V.48,train,False
1743,3q3z.V.49,train,False
1744,3q3z.V.50,train,False
1745,3q3z.V.51,train,False
1746,3q3z.V.52,train,False
1747,3q3z.V.53,train,False
1748,3q3z.V.54,train,False
1749,3q3z.V.55,train,True
1750,3q3z.V.56,train,True
1751,3q3z.V.57,train,True
1752,3q3z.V.58,train,True
1753,3q3z.V.59,train,True
1754,3q3z.V.60,train,True
1755,3q3z.V.61,train,True
1756,3q3z.V.62,train,True
1757,3q3z.V.63,train,True
1758,3q3z.V.64,train,False
1759,3q3z.V.65,train,True
1760,3q3z.V.66,train,True
1761,3q3z.V.67,train,True
1762,3q3z.V.68,train,True
1763,3q3z.V.69,train,True
1764,3q3z.V.70,train,True
1765,3q3z.V.71,train,True
1766,3q3z.V.72,train,True
1767,3q3z.V.73,train,True
1768,3q3z.V.74,train,True
1769,3q3z.V.75,train,True
1770,3q3z.V.76,train,False
1771,3q3z.V.77,train,False
1772,3q3z.V.78,train,False
1773,3q3z.V.79,train,True
1774,3q3z.V.80,train,True
1775,3q3z.V.81,train,False
1776,2tob.A.5,test,True
1777,2tob.A.4,test,False
1778,2tob.A.6,test,True
1779,2tob.A.7,test,True
1780,2tob.A.8,test,True
1781,2tob.A.9,test,True
1782,2tob.A.10,test,True
1783,2tob.A.11,test,True
1784,2tob.A.12,test,True
1785,2tob.A.13,test,True
1786,2tob.A.14,test,True
1787,2tob.A.15,test,True
1788,2tob.A.16,test,True
1789,2tob.A.17,test,True
1790,2tob.A.18,test,True
1791,2tob.A.19,test,True
1792,2tob.A.20,test,True
1793,2tob.A.21,test,True
1794,2tob.A.22,test,False
1795,2tob.A.23,test,False
1796,4nyb.A.10,train,False
1797,4nyb.A.9,train,False
1798,4nyb.A.11,train,False
1799,4nyb.A.12,train,True
1800,4nyb.A.13,train,True
1801,4nyb.A.14,train,False
1802,4nyb.A.15,train,False
1803,4nyb.A.16,train,False
1804,4nyb.A.17,train,True
1805,4nyb.A.18,train,True
1806,4nyb.A.19,train,True
1807,4nyb.A.20,train,True
1808,4nyb.A.21,train,True
1809,4nyb.A.22,train,True
1810,4nyb.A.23,train,False
1811,4nyb.A.24,train,False
1812,4nyb.A.25,train,False
1813,4nyb.A.26,train,False
1814,4nyb.A.31,train,False
1815,4nyb.A.30,train,False
1816,4nyb.A.32,train,False
1817,4nyb.A.33,train,False
1818,4nyb.A.34,train,True
1819,4nyb.A.35,train,True
1820,4nyb.A.36,train,True
1821,4nyb.A.37,train,False
1822,4nyb.A.38,train,True
1823,4nyb.A.39,train,True
1824,4nyb.A.40,train,True
1825,4nyb.A.41,train,True
1826,4nyb.A.42,train,True
1827,4nyb.A.43,train,True
1828,4nyb.A.44,train,True
1829,4nyb.A.45,train,False
1830,4nyb.A.46,train,False
1831,4nyb.A.47,train,False
1832,4nyb.A.48,train,False
1833,4nyb.A.49,train,False
1834,4nyb.A.50,train,False
1835,4nyb.A.51,train,False
1836,4nyb.A.52,train,True
1837,4nyb.A.53,train,False
1838,4nyb.A.54,train,True
1839,4nyb.A.55,train,False
1840,4nyb.A.56,train,True
1841,4nyb.A.57,train,True
1842,4nyb.A.58,train,True
1843,4nyb.A.59,train,True
1844,4nyb.A.60,train,True
1845,4nyb.A.61,train,True
1846,4nyb.A.62,train,True
1847,4nyb.A.63,train,True
1848,4nyb.A.64,train,True
1849,4nyb.A.65,train,True
1850,4nyb.A.66,train,True
1851,4nyb.A.67,train,True
1852,4nyb.A.68,train,True
1853,4nyb.A.69,train,True
1854,4nyb.A.70,train,True
1855,4nyb.A.71,train,True
1856,4nyb.A.72,train,True
1857,4nyb.A.73,train,True
1858,4nyb.A.74,train,True
1859,4nyb.A.75,train,False
1860,4nyb.A.76,train,True
1861,4nyb.A.77,train,True
1862,4nyb.A.78,train,True
1863,4nyb.A.79,train,True
1864,4nyb.A.80,train,True
1865,4nyb.A.81,train,True
1866,4nyb.A.82,train,True
1867,4nyb.A.83,train,True
1868,4nyb.A.84,train,False
1869,4nyb.A.85,train,True
1870,4nyb.A.86,train,True
